index,ch,site,value
110,6.0,15998.0,2.108
111,6.0,15996.0,2.108
112,6.0,74041.0,2.107
113,6.0,56508.0,2.104
114,6.0,24734.0,2.093
115,6.0,107434.0,2.087
116,6.0,40036.0,2.084
117,6.0,93221.0,2.083
118,6.0,176618.0,2.079
119,6.0,96989.0,2.068
120,6.0,229110.0,2.066
121,6.0,176596.0,2.064
122,6.0,35339.0,2.059
123,6.0,78556.0,2.056
124,6.0,96930.0,2.049
125,6.0,94643.0,2.048
126,6.0,195827.0,2.045
127,6.0,54291.0,2.041
128,6.0,94637.0,2.041
129,6.0,227055.0,2.019
130,6.0,176632.0,2.017
131,6.0,185523.0,2.016
132,6.0,195814.0,2.014
133,6.0,111753.0,2.01
134,6.0,202857.0,2.007
135,6.0,47637.0,2.005
136,6.0,16003.0,2.005
137,6.0,212735.0,2.003
138,6.0,111752.0,2.002
139,6.0,185044.0,1.999
140,6.0,61687.0,1.994
141,6.0,23492.0,1.993
142,6.0,23490.0,1.993
143,6.0,44709.0,1.992
144,6.0,24761.0,1.991
145,6.0,225615.0,1.99
146,6.0,59137.0,1.987
147,6.0,24766.0,1.983
148,6.0,35359.0,1.975
149,6.0,227057.0,1.971
150,6.0,105081.0,1.97
151,6.0,212595.0,1.969
152,6.0,212590.0,1.969
153,6.0,67223.0,1.968
154,6.0,45135.0,1.951
155,6.0,24705.0,1.946
156,6.0,23478.0,1.946
157,6.0,23470.0,1.946
158,6.0,71310.0,1.938
159,6.0,145889.0,1.935
160,6.0,28063.0,1.934
161,6.0,102457.0,1.931
162,6.0,264987.0,1.931
163,6.0,253981.0,1.925
164,6.0,225274.0,1.924
165,6.0,77706.0,1.924
166,6.0,102422.0,1.923
167,6.0,94623.0,1.923
168,6.0,71368.0,1.921
169,6.0,185998.0,1.921
170,6.0,59129.0,1.918
171,6.0,102406.0,1.915
172,6.0,108449.0,1.909
173,6.0,225946.0,1.906
174,6.0,212625.0,1.906
175,6.0,40674.0,1.903
176,6.0,174586.0,1.901
177,6.0,78378.0,1.898
178,6.0,67456.0,1.898
179,6.0,202601.0,1.895
180,6.0,86529.0,1.894
181,6.0,212571.0,1.892
182,6.0,243876.0,1.889
183,6.0,250305.0,1.884
184,6.0,174590.0,1.884
185,6.0,221603.0,1.876
186,6.0,122873.0,1.875
187,6.0,47662.0,1.875
188,6.0,235021.0,1.868
189,6.0,184440.0,1.864
190,6.0,30515.0,1.864
191,6.0,57234.0,1.863
192,6.0,159812.0,1.863
193,6.0,257756.0,1.862
194,6.0,232320.0,1.862
195,6.0,123575.0,1.858
196,6.0,131520.0,1.855
197,6.0,232304.0,1.854
198,6.0,51876.0,1.854
199,6.0,35232.0,1.853
200,6.0,78542.0,1.847
201,6.0,35207.0,1.846
202,6.0,208137.0,1.841
203,6.0,225241.0,1.839
204,6.0,50575.0,1.838
205,6.0,253822.0,1.836
206,6.0,59118.0,1.833
207,6.0,123698.0,1.83
208,6.0,76917.0,1.829
209,6.0,40486.0,1.828
210,6.0,231479.0,1.828
211,6.0,151224.0,1.827
212,6.0,73548.0,1.825
213,6.0,145867.0,1.819
214,6.0,28089.0,1.817
215,6.0,162545.0,1.815
216,6.0,252554.0,1.813
217,6.0,250425.0,1.812
218,6.0,129766.0,1.805
219,6.0,74062.0,1.804
220,6.0,47577.0,1.799
221,6.0,23541.0,1.797
222,6.0,203923.0,1.796
223,6.0,249437.0,1.796
224,6.0,171705.0,1.794
225,6.0,174522.0,1.784
226,6.0,222132.0,1.774
227,6.0,76635.0,1.763
228,6.0,49130.0,1.763
229,6.0,129733.0,1.76
230,6.0,249418.0,1.759
231,6.0,76884.0,1.759
232,6.0,250390.0,1.758
233,6.0,228089.0,1.749
234,6.0,222220.0,1.746
235,6.0,151268.0,1.743
236,6.0,184095.0,1.742
237,6.0,207726.0,1.73
238,6.0,86518.0,1.73
239,6.0,40504.0,1.729
240,6.0,47570.0,1.728
241,6.0,47569.0,1.728
242,6.0,67248.0,1.728
243,6.0,57295.0,1.728
244,6.0,47545.0,1.727
245,6.0,124648.0,1.726
246,6.0,257350.0,1.726
247,6.0,248595.0,1.72
248,6.0,242156.0,1.715
249,6.0,253682.0,1.715
250,6.0,206130.0,1.714
251,6.0,41075.0,1.706
252,6.0,221582.0,1.706
253,6.0,151274.0,1.704
254,6.0,59087.0,1.701
255,6.0,45080.0,1.7
256,6.0,256546.0,1.7
257,6.0,176249.0,1.7
258,6.0,52372.0,1.699
259,6.0,93833.0,1.699
260,6.0,202959.0,1.698
261,6.0,55451.0,1.693
262,6.0,63619.0,1.691
263,6.0,48534.0,1.691
264,6.0,211374.0,1.69
265,6.0,184084.0,1.687
266,6.0,74122.0,1.682
267,6.0,78515.0,1.676
268,6.0,184434.0,1.671
269,6.0,88990.0,1.662
270,6.0,28238.0,1.661
271,6.0,250386.0,1.658
272,6.0,85610.0,1.656
273,6.0,175052.0,1.653
274,6.0,211928.0,1.647
275,6.0,211931.0,1.647
276,6.0,185798.0,1.645
277,6.0,69969.0,1.644
278,6.0,183100.0,1.644
279,6.0,211501.0,1.643
280,6.0,221573.0,1.637
281,6.0,102610.0,1.635
282,6.0,47917.0,1.635
283,6.0,71293.0,1.634
284,6.0,173254.0,1.632
285,6.0,193345.0,1.632
286,6.0,211395.0,1.632
287,6.0,269574.0,1.63
288,6.0,254660.0,1.63
289,6.0,240305.0,1.63
290,6.0,253672.0,1.629
291,6.0,68442.0,1.627
292,6.0,57468.0,1.623
293,6.0,169910.0,1.621
294,6.0,47902.0,1.621
295,6.0,70002.0,1.621
296,6.0,68450.0,1.619
297,6.0,184920.0,1.619
298,6.0,24015.0,1.617
299,6.0,130606.0,1.617
300,6.0,24383.0,1.616
301,6.0,215916.0,1.615
302,6.0,115525.0,1.611
303,6.0,74098.0,1.608
304,6.0,250672.0,1.605
305,6.0,98033.0,1.605
306,6.0,211528.0,1.605
307,6.0,250643.0,1.604
308,6.0,47474.0,1.604
309,6.0,227294.0,1.604
310,6.0,228686.0,1.6
311,6.0,129347.0,1.599
312,6.0,129345.0,1.599
313,6.0,52359.0,1.597
314,6.0,53845.0,1.594
315,6.0,211383.0,1.591
316,6.0,173616.0,1.591
317,6.0,232251.0,1.586
318,6.0,194968.0,1.586
319,6.0,48809.0,1.584
320,6.0,136213.0,1.583
321,6.0,32351.0,1.582
322,6.0,198586.0,1.582
323,6.0,122860.0,1.582
324,6.0,240619.0,1.581
325,6.0,210867.0,1.58
326,6.0,194997.0,1.579
327,6.0,192330.0,1.577
328,6.0,98020.0,1.574
329,6.0,164671.0,1.574
330,6.0,58351.0,1.573
331,6.0,108541.0,1.565
332,6.0,164145.0,1.564
333,6.0,145934.0,1.563
334,6.0,194999.0,1.563
335,6.0,17365.0,1.562
336,6.0,255536.0,1.561
337,6.0,37646.0,1.559
338,6.0,111713.0,1.559
339,6.0,256568.0,1.559
340,6.0,176850.0,1.555
341,6.0,207781.0,1.554
342,6.0,76949.0,1.55
343,6.0,145836.0,1.547
344,6.0,68401.0,1.546
345,6.0,174373.0,1.541
346,6.0,124592.0,1.538
347,6.0,195901.0,1.536
348,6.0,65913.0,1.535
349,6.0,35713.0,1.533
350,6.0,98050.0,1.533
351,6.0,155374.0,1.531
352,6.0,133572.0,1.531
353,6.0,28691.0,1.528
354,6.0,111845.0,1.527
355,6.0,29052.0,1.527
356,6.0,164697.0,1.527
357,6.0,250189.0,1.527
358,6.0,65753.0,1.526
359,6.0,70308.0,1.526
360,6.0,224333.0,1.525
361,6.0,220219.0,1.523
362,6.0,155398.0,1.523
363,6.0,206494.0,1.522
364,6.0,211597.0,1.521
365,6.0,190177.0,1.519
366,6.0,83082.0,1.517
367,6.0,104888.0,1.515
368,6.0,115565.0,1.511
369,6.0,85708.0,1.508
370,6.0,212541.0,1.508
371,6.0,65792.0,1.507
372,6.0,212300.0,1.505
373,6.0,195233.0,1.501
374,6.0,36505.0,1.499
375,6.0,153587.0,1.495
376,6.0,202311.0,1.495
377,6.0,215841.0,1.494
378,6.0,37861.0,1.493
379,6.0,67257.0,1.492
380,6.0,48830.0,1.491
381,6.0,225047.0,1.489
382,6.0,69958.0,1.489
383,6.0,29066.0,1.488
384,6.0,147683.0,1.487
385,6.0,86860.0,1.484
386,6.0,205552.0,1.484
387,6.0,220223.0,1.484
388,6.0,106748.0,1.484
389,6.0,176046.0,1.484
390,6.0,80095.0,1.481
391,6.0,177042.0,1.48
392,6.0,56420.0,1.48
393,6.0,51499.0,1.478
394,6.0,93189.0,1.471
395,6.0,83141.0,1.47
396,6.0,218943.0,1.47
397,6.0,93663.0,1.467
398,6.0,73760.0,1.467
399,6.0,183077.0,1.467
400,6.0,157161.0,1.467
401,6.0,91888.0,1.465
402,6.0,24233.0,1.463
403,6.0,242106.0,1.459
404,6.0,134895.0,1.459
405,6.0,47450.0,1.458
406,6.0,201338.0,1.454
407,6.0,73810.0,1.453
408,6.0,105873.0,1.453
409,6.0,29079.0,1.448
410,6.0,97166.0,1.448
411,6.0,267764.0,1.447
412,6.0,254775.0,1.447
413,6.0,218917.0,1.444
414,6.0,107002.0,1.443
415,6.0,176658.0,1.443
416,6.0,184775.0,1.441
417,6.0,228985.0,1.441
418,6.0,30318.0,1.441
419,6.0,57481.0,1.441
420,6.0,207567.0,1.439
421,6.0,132109.0,1.437
422,6.0,222540.0,1.436
423,6.0,37802.0,1.434
424,6.0,104846.0,1.434
425,6.0,188134.0,1.433
426,6.0,93168.0,1.432
427,6.0,93186.0,1.432
428,6.0,55175.0,1.429
429,6.0,17947.0,1.429
430,6.0,89011.0,1.428
431,6.0,106025.0,1.428
432,6.0,92077.0,1.428
433,6.0,36320.0,1.426
434,6.0,128063.0,1.425
435,6.0,222550.0,1.423
436,6.0,44884.0,1.422
437,6.0,96530.0,1.422
438,6.0,92091.0,1.42
439,6.0,55241.0,1.42
440,6.0,95894.0,1.418
441,6.0,24168.0,1.417
442,6.0,231803.0,1.416
443,6.0,123646.0,1.415
444,6.0,68292.0,1.412
445,6.0,55887.0,1.409
446,6.0,97985.0,1.409
447,6.0,45455.0,1.408
448,6.0,89360.0,1.408
449,6.0,136159.0,1.405
450,6.0,89004.0,1.404
451,6.0,37804.0,1.403
452,6.0,240427.0,1.402
453,6.0,81911.0,1.401
454,6.0,44902.0,1.4
455,6.0,77682.0,1.4
456,6.0,252457.0,1.399
457,6.0,83535.0,1.397
458,6.0,189193.0,1.395
459,6.0,115616.0,1.391
460,6.0,48884.0,1.39
461,6.0,46050.0,1.39
462,6.0,173141.0,1.39
463,6.0,79114.0,1.388
464,6.0,112480.0,1.386
465,6.0,60890.0,1.386
466,6.0,173684.0,1.384
467,6.0,265970.0,1.383
468,6.0,27103.0,1.38
469,6.0,203139.0,1.38
470,6.0,45244.0,1.38
471,6.0,146301.0,1.379
472,6.0,98072.0,1.378
473,6.0,206760.0,1.378
474,6.0,265960.0,1.375
475,6.0,77287.0,1.375
476,6.0,169900.0,1.373
477,6.0,65892.0,1.373
478,6.0,121397.0,1.372
479,6.0,251625.0,1.371
480,6.0,178851.0,1.371
481,6.0,156175.0,1.369
482,6.0,96280.0,1.368
483,6.0,265958.0,1.368
484,6.0,197331.0,1.368
485,6.0,231883.0,1.368
486,6.0,74296.0,1.366
487,6.0,173147.0,1.366
488,6.0,121392.0,1.365
489,6.0,234570.0,1.365
490,6.0,28758.0,1.364
491,6.0,37842.0,1.363
492,6.0,241401.0,1.363
493,6.0,18218.0,1.363
494,6.0,77680.0,1.363
495,6.0,194735.0,1.361
496,6.0,83063.0,1.36
497,6.0,216866.0,1.36
498,6.0,153507.0,1.359
499,6.0,30436.0,1.358
500,6.0,28586.0,1.358
501,6.0,197846.0,1.357
502,6.0,257980.0,1.356
503,6.0,266665.0,1.356
504,6.0,33319.0,1.354
505,6.0,33316.0,1.354
506,6.0,44918.0,1.353
507,6.0,54153.0,1.352
508,6.0,250576.0,1.351
509,6.0,176027.0,1.351
510,6.0,37212.0,1.348
511,6.0,77679.0,1.348
512,6.0,24501.0,1.348
513,6.0,188072.0,1.348
514,6.0,187283.0,1.347
515,6.0,243485.0,1.346
516,6.0,128082.0,1.345
517,6.0,124720.0,1.344
518,6.0,54152.0,1.344
519,6.0,97238.0,1.343
520,6.0,187376.0,1.342
521,6.0,241414.0,1.34
522,6.0,250513.0,1.339
523,6.0,146246.0,1.339
524,6.0,176877.0,1.337
525,6.0,176876.0,1.337
526,6.0,35117.0,1.336
527,6.0,47272.0,1.335
528,6.0,72962.0,1.334
529,6.0,263491.0,1.333
530,6.0,69594.0,1.333
531,6.0,69620.0,1.333
532,6.0,209471.0,1.332
533,6.0,267125.0,1.332
534,6.0,244798.0,1.331
535,6.0,46037.0,1.328
536,6.0,170331.0,1.325
537,6.0,164271.0,1.324
538,6.0,67319.0,1.323
539,6.0,202115.0,1.323
540,6.0,253933.0,1.322
541,6.0,198639.0,1.321
542,6.0,147233.0,1.321
543,6.0,18768.0,1.321
544,6.0,36518.0,1.321
545,6.0,246612.0,1.318
546,6.0,206108.0,1.317
547,6.0,176079.0,1.314
548,6.0,75586.0,1.314
549,6.0,254594.0,1.314
550,6.0,263367.0,1.313
551,6.0,40024.0,1.313
552,6.0,67092.0,1.312
553,6.0,263502.0,1.31
554,6.0,47248.0,1.31
555,6.0,104822.0,1.31
556,6.0,47249.0,1.31
557,6.0,249725.0,1.309
558,6.0,163207.0,1.308
559,6.0,214607.0,1.307
560,6.0,33293.0,1.307
561,6.0,266781.0,1.307
562,6.0,96234.0,1.306
563,6.0,96294.0,1.306
564,6.0,76392.0,1.304
565,6.0,39734.0,1.303
566,6.0,27088.0,1.303
567,6.0,37773.0,1.302
568,6.0,204654.0,1.302
569,6.0,26495.0,1.3
570,6.0,121174.0,1.299
571,6.0,214299.0,1.299
572,6.0,52029.0,1.296
573,6.0,267877.0,1.295
574,6.0,228704.0,1.295
575,6.0,66413.0,1.294
576,6.0,72743.0,1.294
577,6.0,125459.0,1.294
578,6.0,229354.0,1.293
579,6.0,86170.0,1.293
580,6.0,170063.0,1.293
581,6.0,112627.0,1.291
582,6.0,170359.0,1.291
583,6.0,231413.0,1.291
584,6.0,72896.0,1.288
585,6.0,79040.0,1.288
586,6.0,57085.0,1.287
587,6.0,267879.0,1.287
588,6.0,36310.0,1.286
589,6.0,209465.0,1.286
590,6.0,204656.0,1.285
591,6.0,97110.0,1.284
592,6.0,180326.0,1.283
593,6.0,149470.0,1.283
594,6.0,62424.0,1.28
595,6.0,246643.0,1.279
596,6.0,114744.0,1.275
597,6.0,24508.0,1.271
598,6.0,206085.0,1.27
599,6.0,18257.0,1.269
600,6.0,48280.0,1.269
601,6.0,146733.0,1.269
602,6.0,231410.0,1.268
603,6.0,81836.0,1.268
604,6.0,249584.0,1.267
605,6.0,18650.0,1.267
606,6.0,105904.0,1.265
607,6.0,222473.0,1.264
608,6.0,108606.0,1.264
609,6.0,72783.0,1.264
610,6.0,32395.0,1.263
611,6.0,69655.0,1.263
612,6.0,254206.0,1.262
613,6.0,26475.0,1.261
614,6.0,18224.0,1.261
615,6.0,240096.0,1.26
616,6.0,207752.0,1.259
617,6.0,92051.0,1.258
618,6.0,63715.0,1.257
619,6.0,212361.0,1.257
620,6.0,72799.0,1.257
621,6.0,28750.0,1.256
622,6.0,252144.0,1.256
623,6.0,90818.0,1.255
624,6.0,202105.0,1.252
625,6.0,41600.0,1.251
626,6.0,131468.0,1.251
627,6.0,71748.0,1.249
628,6.0,90840.0,1.247
629,6.0,206723.0,1.247
630,6.0,224943.0,1.246
631,6.0,241222.0,1.245
632,6.0,146715.0,1.245
633,6.0,196977.0,1.244
634,6.0,45469.0,1.244
635,6.0,15666.0,1.243
636,6.0,57124.0,1.243
637,6.0,52472.0,1.242
638,6.0,39760.0,1.241
639,6.0,206069.0,1.24
640,6.0,124705.0,1.24
641,6.0,235632.0,1.24
642,6.0,206736.0,1.238
643,6.0,229351.0,1.238
644,6.0,95561.0,1.235
645,6.0,154743.0,1.234
646,6.0,83571.0,1.234
647,6.0,46604.0,1.233
648,6.0,192990.0,1.231
649,6.0,60968.0,1.23
650,6.0,158943.0,1.23
651,6.0,24862.0,1.229
652,6.0,83433.0,1.228
653,6.0,128240.0,1.227
654,6.0,88026.0,1.226
655,6.0,79706.0,1.225
656,6.0,113458.0,1.223
657,6.0,103693.0,1.221
658,6.0,191267.0,1.221
659,6.0,182801.0,1.221
660,6.0,74303.0,1.219
661,6.0,69368.0,1.217
662,6.0,182788.0,1.216
663,6.0,241225.0,1.214
664,6.0,212049.0,1.213
665,6.0,216265.0,1.213
666,6.0,245336.0,1.213
667,6.0,56992.0,1.212
668,6.0,224701.0,1.211
669,6.0,224698.0,1.211
670,6.0,17524.0,1.21
671,6.0,65671.0,1.21
672,6.0,95898.0,1.21
673,6.0,135177.0,1.208
674,6.0,218416.0,1.207
675,6.0,26453.0,1.206
676,6.0,80155.0,1.206
677,6.0,146698.0,1.206
678,6.0,233137.0,1.203
679,6.0,156890.0,1.203
680,6.0,204571.0,1.202
681,6.0,246575.0,1.202
682,6.0,89396.0,1.2
683,6.0,49826.0,1.2
684,6.0,183980.0,1.2
685,6.0,257933.0,1.199
686,6.0,18271.0,1.198
687,6.0,250935.0,1.198
688,6.0,39711.0,1.196
689,6.0,251275.0,1.195
690,6.0,57564.0,1.194
691,6.0,72810.0,1.194
692,6.0,214218.0,1.191
693,6.0,244365.0,1.19
694,6.0,66289.0,1.189
695,6.0,197196.0,1.189
696,6.0,68271.0,1.188
697,6.0,233149.0,1.188
698,6.0,116403.0,1.187
699,6.0,113738.0,1.186
700,6.0,170307.0,1.184
701,6.0,36229.0,1.184
702,6.0,146326.0,1.182
703,6.0,174973.0,1.182
704,6.0,56994.0,1.18
705,6.0,108624.0,1.178
706,6.0,122483.0,1.176
707,6.0,122814.0,1.176
708,6.0,81812.0,1.175
709,6.0,269130.0,1.174
710,6.0,206257.0,1.174
711,6.0,225854.0,1.172
712,6.0,116400.0,1.172
713,6.0,48712.0,1.171
714,6.0,193012.0,1.17
715,6.0,127186.0,1.17
716,6.0,151522.0,1.168
717,6.0,218698.0,1.167
718,6.0,48682.0,1.164
719,6.0,88016.0,1.163
720,6.0,88012.0,1.163
721,6.0,93320.0,1.162
722,6.0,246736.0,1.162
723,6.0,183985.0,1.161
724,6.0,45307.0,1.16
725,6.0,102796.0,1.159
726,6.0,71566.0,1.158
727,6.0,252921.0,1.155
728,6.0,182073.0,1.154
729,6.0,183958.0,1.153
730,6.0,66355.0,1.152
731,6.0,93078.0,1.151
732,6.0,35784.0,1.15
733,6.0,103633.0,1.15
734,6.0,252904.0,1.148
735,6.0,45879.0,1.148
736,6.0,32268.0,1.147
737,6.0,106140.0,1.147
738,6.0,50632.0,1.145
739,6.0,229665.0,1.145
740,6.0,213079.0,1.142
741,6.0,258135.0,1.141
742,6.0,198333.0,1.141
743,6.0,245402.0,1.141
744,6.0,151556.0,1.138
745,6.0,193047.0,1.138
746,6.0,174965.0,1.136
747,6.0,209968.0,1.135
748,6.0,44195.0,1.135
749,6.0,69412.0,1.133
750,6.0,191160.0,1.133
751,6.0,263398.0,1.131
752,6.0,22325.0,1.13
753,6.0,133110.0,1.127
754,6.0,248549.0,1.126
755,6.0,50974.0,1.125
756,6.0,78703.0,1.125
757,6.0,98478.0,1.125
758,6.0,93115.0,1.124
759,6.0,178800.0,1.123
760,6.0,87057.0,1.122
761,6.0,153416.0,1.122
762,6.0,47071.0,1.122
763,6.0,150056.0,1.12
764,6.0,240077.0,1.119
765,6.0,43778.0,1.118
766,6.0,63564.0,1.118
767,6.0,252966.0,1.117
768,6.0,48735.0,1.117
769,6.0,50160.0,1.117
770,6.0,22300.0,1.115
771,6.0,47073.0,1.115
772,6.0,49429.0,1.113
773,6.0,34898.0,1.113
774,6.0,213960.0,1.112
775,6.0,52649.0,1.112
776,6.0,109977.0,1.111
777,6.0,58850.0,1.11
778,6.0,43479.0,1.109
779,6.0,47107.0,1.109
780,6.0,104928.0,1.107
781,6.0,110734.0,1.107
782,6.0,175105.0,1.106
783,6.0,41313.0,1.106
784,6.0,73714.0,1.106
785,6.0,240090.0,1.104
786,6.0,114669.0,1.104
787,6.0,195166.0,1.103
788,6.0,251292.0,1.103
789,6.0,72330.0,1.103
790,6.0,208773.0,1.099
791,6.0,257899.0,1.099
792,6.0,109420.0,1.098
793,6.0,91811.0,1.098
794,6.0,15325.0,1.098
795,6.0,242271.0,1.096
796,6.0,259506.0,1.093
797,6.0,17310.0,1.091
798,6.0,186765.0,1.091
799,6.0,127260.0,1.09
800,6.0,77348.0,1.09
801,6.0,18014.0,1.09
802,6.0,126384.0,1.089
803,6.0,77062.0,1.086
804,6.0,27533.0,1.085
805,6.0,61414.0,1.085
806,6.0,94701.0,1.085
807,6.0,42204.0,1.083
808,6.0,183215.0,1.083
809,6.0,30957.0,1.082
810,6.0,203979.0,1.082
811,6.0,156222.0,1.082
812,6.0,66276.0,1.08
813,6.0,180377.0,1.08
814,6.0,102856.0,1.08
815,6.0,216653.0,1.08
816,6.0,224883.0,1.079
817,6.0,258144.0,1.078
818,6.0,21677.0,1.076
819,6.0,35611.0,1.072
820,6.0,130510.0,1.071
821,6.0,192886.0,1.071
822,6.0,165504.0,1.069
823,6.0,246517.0,1.069
824,6.0,81807.0,1.067
825,6.0,205492.0,1.066
826,6.0,52289.0,1.065
827,6.0,251369.0,1.065
828,6.0,49398.0,1.064
829,6.0,225090.0,1.063
830,6.0,132046.0,1.062
831,6.0,110687.0,1.061
832,6.0,122974.0,1.058
833,6.0,234348.0,1.058
834,6.0,197138.0,1.058
835,6.0,236817.0,1.056
836,6.0,35570.0,1.056
837,6.0,228470.0,1.054
838,6.0,209246.0,1.053
839,6.0,197766.0,1.052
840,6.0,45493.0,1.051
841,6.0,100017.0,1.05
842,6.0,163861.0,1.05
843,6.0,65536.0,1.05
844,6.0,61298.0,1.049
845,6.0,227345.0,1.048
846,6.0,35678.0,1.047
847,6.0,60840.0,1.045
848,6.0,268897.0,1.044
849,6.0,241257.0,1.044
850,6.0,22502.0,1.044
851,6.0,39127.0,1.043
852,6.0,112603.0,1.043
853,6.0,177257.0,1.042
854,6.0,79764.0,1.04
855,6.0,246484.0,1.038
856,6.0,25028.0,1.037
857,6.0,228761.0,1.036
858,6.0,97434.0,1.036
859,6.0,39193.0,1.035
860,6.0,50267.0,1.034
861,6.0,50256.0,1.034
862,6.0,194773.0,1.033
863,6.0,177211.0,1.032
864,6.0,182956.0,1.031
865,6.0,214879.0,1.031
866,6.0,110673.0,1.029
867,6.0,72121.0,1.029
868,6.0,127268.0,1.029
869,6.0,159006.0,1.027
870,6.0,258153.0,1.024
871,6.0,181189.0,1.021
872,6.0,237740.0,1.021
873,6.0,168686.0,1.021
874,6.0,254838.0,1.02
875,6.0,229666.0,1.018
876,6.0,173319.0,1.017
877,6.0,112046.0,1.017
878,6.0,150026.0,1.017
879,6.0,246079.0,1.014
880,6.0,125442.0,1.013
881,6.0,223016.0,1.012
882,6.0,39117.0,1.011
883,6.0,124046.0,1.011
884,6.0,186138.0,1.01
885,6.0,72551.0,1.01
886,6.0,64448.0,1.01
887,6.0,213934.0,1.01
888,6.0,152701.0,1.009
889,6.0,37140.0,1.007
890,6.0,18403.0,1.007
891,6.0,263255.0,1.007
892,6.0,158929.0,1.005
893,6.0,41410.0,1.004
894,6.0,41411.0,1.004
895,6.0,88090.0,1.003
896,6.0,215203.0,1.003
897,6.0,219821.0,1.002
898,6.0,22014.0,1.0
899,6.0,154771.0,1.0
900,6.0,153764.0,0.999
901,6.0,209654.0,0.999
902,6.0,246465.0,0.999
903,6.0,75229.0,0.999
904,6.0,27215.0,0.998
905,6.0,159628.0,0.997
906,6.0,185939.0,0.997
907,6.0,175380.0,0.997
908,6.0,110007.0,0.995
909,6.0,78304.0,0.995
910,6.0,146518.0,0.994
911,6.0,212872.0,0.993
912,6.0,163140.0,0.991
913,6.0,34812.0,0.989
914,6.0,20951.0,0.989
915,6.0,250952.0,0.988
916,6.0,247050.0,0.988
917,6.0,227866.0,0.988
918,6.0,177362.0,0.987
919,6.0,150010.0,0.987
920,6.0,214918.0,0.986
921,6.0,220290.0,0.984
922,6.0,41021.0,0.983
923,6.0,222599.0,0.982
924,6.0,159630.0,0.982
925,6.0,266056.0,0.98
926,6.0,228778.0,0.976
927,6.0,263539.0,0.976
928,6.0,266546.0,0.975
929,6.0,78141.0,0.973
930,6.0,248829.0,0.972
931,6.0,72524.0,0.971
