index,ch,site,value
180,13.0,433317.0,2.704
181,13.0,819103.0,2.697
182,13.0,511399.0,2.696
183,13.0,235008.0,2.695
184,13.0,105736.0,2.691
185,13.0,353205.0,2.689
186,13.0,50600.0,2.684
187,13.0,22749.0,2.681
188,13.0,903410.0,2.678
189,13.0,897617.0,2.677
190,13.0,219389.0,2.673
191,13.0,624672.0,2.669
192,13.0,50553.0,2.669
193,13.0,757463.0,2.668
194,13.0,672877.0,2.666
195,13.0,353218.0,2.665
196,13.0,820183.0,2.659
197,13.0,675479.0,2.659
198,13.0,436903.0,2.659
199,13.0,231889.0,2.658
200,13.0,872594.0,2.656
201,13.0,68987.0,2.65
202,13.0,91734.0,2.65
203,13.0,68986.0,2.65
204,13.0,26100.0,2.65
205,13.0,77372.0,2.645
206,13.0,109073.0,2.643
207,13.0,93889.0,2.637
208,13.0,687969.0,2.637
209,13.0,29353.0,2.635
210,13.0,42156.0,2.635
211,13.0,715431.0,2.628
212,13.0,410097.0,2.627
213,13.0,170598.0,2.627
214,13.0,248421.0,2.626
215,13.0,453298.0,2.626
216,13.0,511464.0,2.625
217,13.0,568729.0,2.622
218,13.0,819116.0,2.62
219,13.0,627318.0,2.619
220,13.0,130876.0,2.619
221,13.0,820275.0,2.617
222,13.0,888076.0,2.616
223,13.0,888105.0,2.615
224,13.0,673001.0,2.611
225,13.0,713473.0,2.611
226,13.0,586195.0,2.611
227,13.0,761211.0,2.61
228,13.0,678617.0,2.608
229,13.0,77331.0,2.607
230,13.0,867607.0,2.603
231,13.0,683462.0,2.6
232,13.0,812556.0,2.594
233,13.0,771757.0,2.593
234,13.0,494262.0,2.593
235,13.0,484602.0,2.59
236,13.0,272421.0,2.589
237,13.0,436886.0,2.588
238,13.0,558094.0,2.585
239,13.0,101629.0,2.582
240,13.0,208383.0,2.578
241,13.0,909057.0,2.577
242,13.0,134506.0,2.576
243,13.0,91799.0,2.575
244,13.0,68999.0,2.572
245,13.0,156199.0,2.568
246,13.0,776187.0,2.567
247,13.0,893595.0,2.561
248,13.0,686450.0,2.558
249,13.0,70809.0,2.558
250,13.0,819055.0,2.557
251,13.0,872622.0,2.555
252,13.0,351314.0,2.555
253,13.0,686329.0,2.552
254,13.0,684529.0,2.552
255,13.0,627544.0,2.551
256,13.0,114626.0,2.548
257,13.0,406773.0,2.546
258,13.0,32602.0,2.544
259,13.0,23165.0,2.544
260,13.0,627557.0,2.544
261,13.0,555869.0,2.543
262,13.0,769624.0,2.538
263,13.0,76326.0,2.533
264,13.0,580207.0,2.528
265,13.0,508264.0,2.527
266,13.0,443768.0,2.527
267,13.0,20939.0,2.526
268,13.0,72213.0,2.522
269,13.0,909056.0,2.521
270,13.0,627539.0,2.521
271,13.0,154400.0,2.52
272,13.0,130971.0,2.519
273,13.0,54059.0,2.517
274,13.0,769318.0,2.516
275,13.0,83918.0,2.515
276,13.0,490179.0,2.514
277,13.0,575107.0,2.514
278,13.0,872517.0,2.512
279,13.0,580223.0,2.512
280,13.0,443777.0,2.511
281,13.0,68748.0,2.51
282,13.0,276105.0,2.503
283,13.0,627327.0,2.503
284,13.0,792765.0,2.502
285,13.0,833801.0,2.499
286,13.0,757865.0,2.497
287,13.0,276107.0,2.495
288,13.0,303759.0,2.492
289,13.0,824456.0,2.492
290,13.0,215428.0,2.49
291,13.0,235025.0,2.49
292,13.0,396586.0,2.489
293,13.0,146325.0,2.484
294,13.0,893603.0,2.484
295,13.0,231276.0,2.481
296,13.0,575148.0,2.476
297,13.0,666772.0,2.475
298,13.0,862524.0,2.471
299,13.0,39766.0,2.469
300,13.0,833785.0,2.469
301,13.0,141445.0,2.468
302,13.0,237158.0,2.467
303,13.0,809972.0,2.467
304,13.0,666808.0,2.466
305,13.0,696824.0,2.465
306,13.0,911839.0,2.463
307,13.0,586168.0,2.463
308,13.0,130856.0,2.463
309,13.0,806078.0,2.462
310,13.0,453383.0,2.461
311,13.0,408267.0,2.457
312,13.0,118321.0,2.454
313,13.0,693679.0,2.453
314,13.0,55866.0,2.449
315,13.0,880988.0,2.448
316,13.0,592589.0,2.447
317,13.0,911711.0,2.443
318,13.0,69526.0,2.443
319,13.0,337093.0,2.441
320,13.0,120889.0,2.44
321,13.0,819043.0,2.44
322,13.0,828116.0,2.436
323,13.0,219763.0,2.436
324,13.0,68735.0,2.435
325,13.0,627576.0,2.434
326,13.0,116678.0,2.432
327,13.0,880931.0,2.431
328,13.0,587994.0,2.43
329,13.0,325577.0,2.429
330,13.0,828112.0,2.428
331,13.0,658897.0,2.427
332,13.0,69514.0,2.42
333,13.0,897567.0,2.412
334,13.0,351276.0,2.412
335,13.0,747643.0,2.412
336,13.0,26448.0,2.411
337,13.0,72242.0,2.411
338,13.0,32486.0,2.409
339,13.0,28447.0,2.409
340,13.0,256644.0,2.408
341,13.0,163919.0,2.408
342,13.0,638403.0,2.408
343,13.0,828174.0,2.405
344,13.0,713558.0,2.402
345,13.0,326612.0,2.402
346,13.0,204470.0,2.401
347,13.0,477385.0,2.399
348,13.0,477478.0,2.398
349,13.0,229236.0,2.397
350,13.0,237120.0,2.396
351,13.0,140661.0,2.396
352,13.0,675557.0,2.393
353,13.0,539522.0,2.393
354,13.0,586163.0,2.393
355,13.0,858469.0,2.391
356,13.0,710882.0,2.391
357,13.0,666694.0,2.39
358,13.0,777418.0,2.389
359,13.0,231931.0,2.387
360,13.0,276215.0,2.387
361,13.0,696795.0,2.385
362,13.0,491509.0,2.381
363,13.0,747670.0,2.38
364,13.0,219796.0,2.38
365,13.0,539498.0,2.376
366,13.0,773141.0,2.376
367,13.0,221659.0,2.376
368,13.0,647675.0,2.374
369,13.0,909041.0,2.372
370,13.0,140663.0,2.372
371,13.0,592577.0,2.37
372,13.0,672483.0,2.368
373,13.0,769600.0,2.368
374,13.0,477378.0,2.367
375,13.0,243606.0,2.367
376,13.0,511477.0,2.366
377,13.0,41631.0,2.366
378,13.0,53530.0,2.363
379,13.0,811191.0,2.361
380,13.0,67797.0,2.361
381,13.0,757824.0,2.36
382,13.0,769595.0,2.36
383,13.0,672484.0,2.36
384,13.0,554263.0,2.353
385,13.0,588012.0,2.353
386,13.0,19398.0,2.353
387,13.0,901777.0,2.352
388,13.0,539484.0,2.352
389,13.0,534431.0,2.35
390,13.0,219797.0,2.35
391,13.0,154500.0,2.35
392,13.0,656473.0,2.349
393,13.0,221532.0,2.349
394,13.0,713452.0,2.347
395,13.0,804567.0,2.344
396,13.0,901780.0,2.344
397,13.0,830927.0,2.343
398,13.0,219799.0,2.342
399,13.0,135112.0,2.342
400,13.0,57192.0,2.337
401,13.0,493680.0,2.337
402,13.0,98715.0,2.337
403,13.0,159482.0,2.334
404,13.0,859814.0,2.334
405,13.0,232979.0,2.332
406,13.0,132694.0,2.33
407,13.0,44694.0,2.329
408,13.0,527866.0,2.329
409,13.0,672542.0,2.328
410,13.0,436980.0,2.327
411,13.0,330257.0,2.322
412,13.0,390056.0,2.321
413,13.0,673460.0,2.319
414,13.0,564550.0,2.319
415,13.0,698176.0,2.316
416,13.0,337101.0,2.316
417,13.0,610162.0,2.315
418,13.0,47179.0,2.315
419,13.0,132708.0,2.314
420,13.0,266678.0,2.314
421,13.0,502319.0,2.313
422,13.0,862508.0,2.313
423,13.0,502300.0,2.313
424,13.0,754882.0,2.312
425,13.0,715498.0,2.31
426,13.0,235031.0,2.31
427,13.0,145594.0,2.309
428,13.0,389245.0,2.309
429,13.0,792781.0,2.309
430,13.0,160966.0,2.307
431,13.0,208357.0,2.305
432,13.0,635307.0,2.305
433,13.0,390029.0,2.305
434,13.0,446214.0,2.304
435,13.0,309753.0,2.304
436,13.0,715504.0,2.303
437,13.0,676483.0,2.301
438,13.0,793675.0,2.299
439,13.0,889439.0,2.297
440,13.0,235510.0,2.296
441,13.0,850521.0,2.294
442,13.0,42223.0,2.292
443,13.0,809859.0,2.291
444,13.0,120159.0,2.291
445,13.0,102084.0,2.291
446,13.0,98767.0,2.291
447,13.0,26042.0,2.291
448,13.0,324788.0,2.29
449,13.0,747698.0,2.286
450,13.0,215453.0,2.284
451,13.0,325606.0,2.283
452,13.0,790617.0,2.283
453,13.0,366573.0,2.283
454,13.0,443737.0,2.28
455,13.0,347266.0,2.279
456,13.0,52253.0,2.277
457,13.0,869010.0,2.277
458,13.0,566166.0,2.277
459,13.0,474942.0,2.275
460,13.0,672549.0,2.272
461,13.0,304625.0,2.272
462,13.0,41666.0,2.272
463,13.0,743111.0,2.271
464,13.0,108485.0,2.27
465,13.0,388148.0,2.27
466,13.0,654286.0,2.27
467,13.0,818082.0,2.269
468,13.0,902358.0,2.268
469,13.0,107971.0,2.267
470,13.0,303774.0,2.266
471,13.0,446288.0,2.266
472,13.0,686390.0,2.266
473,13.0,897545.0,2.265
474,13.0,627061.0,2.264
475,13.0,527831.0,2.263
476,13.0,580139.0,2.263
477,13.0,309786.0,2.258
478,13.0,278384.0,2.256
479,13.0,454574.0,2.255
480,13.0,830539.0,2.253
481,13.0,410148.0,2.25
482,13.0,673444.0,2.249
483,13.0,134687.0,2.248
484,13.0,215125.0,2.247
485,13.0,615595.0,2.247
486,13.0,757374.0,2.246
487,13.0,222173.0,2.244
488,13.0,387652.0,2.243
489,13.0,351270.0,2.242
490,13.0,301418.0,2.24
491,13.0,904495.0,2.239
492,13.0,799647.0,2.239
493,13.0,830583.0,2.239
494,13.0,305468.0,2.238
495,13.0,806088.0,2.236
496,13.0,899139.0,2.235
497,13.0,899119.0,2.235
498,13.0,18704.0,2.233
499,13.0,174622.0,2.233
500,13.0,596289.0,2.233
501,13.0,37554.0,2.233
502,13.0,830573.0,2.231
503,13.0,605349.0,2.23
504,13.0,99080.0,2.229
505,13.0,41064.0,2.229
506,13.0,381216.0,2.227
507,13.0,495089.0,2.227
508,13.0,527825.0,2.225
509,13.0,407063.0,2.224
510,13.0,904534.0,2.223
511,13.0,110272.0,2.221
512,13.0,899103.0,2.22
513,13.0,860119.0,2.22
514,13.0,306774.0,2.218
515,13.0,235421.0,2.218
516,13.0,118627.0,2.217
517,13.0,702561.0,2.217
518,13.0,58602.0,2.216
519,13.0,433443.0,2.215
520,13.0,793226.0,2.213
521,13.0,726319.0,2.212
522,13.0,661856.0,2.208
523,13.0,747722.0,2.207
524,13.0,702520.0,2.207
525,13.0,889856.0,2.205
526,13.0,726338.0,2.204
527,13.0,610137.0,2.203
528,13.0,366614.0,2.203
529,13.0,582073.0,2.201
530,13.0,558320.0,2.201
531,13.0,582069.0,2.201
532,13.0,242058.0,2.201
533,13.0,40642.0,2.2
534,13.0,850494.0,2.2
535,13.0,657897.0,2.199
536,13.0,194158.0,2.199
537,13.0,245066.0,2.199
538,13.0,641548.0,2.198
539,13.0,248257.0,2.197
540,13.0,806093.0,2.197
541,13.0,304490.0,2.194
542,13.0,735522.0,2.192
543,13.0,424478.0,2.192
544,13.0,507947.0,2.191
545,13.0,130850.0,2.191
546,13.0,807014.0,2.191
547,13.0,673630.0,2.191
548,13.0,810561.0,2.189
549,13.0,400747.0,2.188
550,13.0,495110.0,2.188
551,13.0,307724.0,2.187
552,13.0,792932.0,2.186
553,13.0,148228.0,2.185
554,13.0,148226.0,2.185
555,13.0,245057.0,2.183
556,13.0,641529.0,2.183
557,13.0,128447.0,2.182
558,13.0,860548.0,2.182
559,13.0,245523.0,2.182
560,13.0,804148.0,2.182
561,13.0,86554.0,2.182
562,13.0,783591.0,2.181
563,13.0,911607.0,2.179
564,13.0,889907.0,2.179
565,13.0,174610.0,2.178
566,13.0,771636.0,2.176
567,13.0,473870.0,2.175
568,13.0,647657.0,2.173
569,13.0,446237.0,2.173
570,13.0,222223.0,2.172
571,13.0,673704.0,2.17
572,13.0,674442.0,2.17
573,13.0,83552.0,2.169
574,13.0,624469.0,2.166
575,13.0,820636.0,2.165
576,13.0,835027.0,2.165
577,13.0,306740.0,2.164
578,13.0,215407.0,2.164
579,13.0,582089.0,2.163
580,13.0,483154.0,2.162
581,13.0,314587.0,2.16
582,13.0,810534.0,2.158
583,13.0,412712.0,2.157
584,13.0,819627.0,2.156
585,13.0,678708.0,2.155
586,13.0,638689.0,2.153
587,13.0,245525.0,2.152
588,13.0,222139.0,2.152
589,13.0,790643.0,2.152
590,13.0,454474.0,2.152
591,13.0,474920.0,2.15
592,13.0,76733.0,2.15
593,13.0,320617.0,2.149
594,13.0,835024.0,2.149
595,13.0,769313.0,2.147
596,13.0,673702.0,2.145
597,13.0,91705.0,2.144
598,13.0,42298.0,2.144
599,13.0,783598.0,2.143
600,13.0,700053.0,2.143
601,13.0,157530.0,2.142
602,13.0,810159.0,2.142
603,13.0,174675.0,2.141
604,13.0,118642.0,2.14
605,13.0,117451.0,2.14
606,13.0,97243.0,2.138
607,13.0,661840.0,2.137
608,13.0,70735.0,2.136
609,13.0,34343.0,2.132
610,13.0,513055.0,2.132
611,13.0,770824.0,2.132
612,13.0,881037.0,2.132
613,13.0,770820.0,2.132
614,13.0,141366.0,2.13
615,13.0,146233.0,2.13
616,13.0,654264.0,2.129
617,13.0,302815.0,2.128
618,13.0,344615.0,2.126
619,13.0,512663.0,2.126
620,13.0,315443.0,2.123
621,13.0,177731.0,2.123
622,13.0,384629.0,2.122
623,13.0,901848.0,2.122
624,13.0,233012.0,2.122
625,13.0,136840.0,2.121
626,13.0,638744.0,2.121
627,13.0,305959.0,2.119
628,13.0,293760.0,2.119
629,13.0,907851.0,2.118
630,13.0,92879.0,2.118
631,13.0,702032.0,2.117
632,13.0,908803.0,2.117
633,13.0,513040.0,2.117
634,13.0,305260.0,2.116
635,13.0,722810.0,2.116
636,13.0,14757.0,2.115
637,13.0,618780.0,2.114
638,13.0,252143.0,2.114
639,13.0,257337.0,2.112
640,13.0,446250.0,2.11
641,13.0,50503.0,2.109
642,13.0,758916.0,2.109
643,13.0,314118.0,2.109
644,13.0,828089.0,2.109
645,13.0,758915.0,2.109
646,13.0,540592.0,2.106
647,13.0,53458.0,2.105
648,13.0,104908.0,2.104
649,13.0,854257.0,2.104
650,13.0,92883.0,2.102
651,13.0,249299.0,2.102
652,13.0,797808.0,2.1
653,13.0,83499.0,2.099
654,13.0,99134.0,2.098
655,13.0,496942.0,2.098
656,13.0,302827.0,2.098
657,13.0,651607.0,2.096
658,13.0,797223.0,2.096
659,13.0,794203.0,2.094
660,13.0,409335.0,2.094
661,13.0,369892.0,2.092
662,13.0,769312.0,2.091
663,13.0,566207.0,2.09
664,13.0,540215.0,2.089
665,13.0,320859.0,2.089
666,13.0,907893.0,2.088
667,13.0,67834.0,2.088
668,13.0,820369.0,2.087
669,13.0,484656.0,2.085
670,13.0,305243.0,2.084
671,13.0,305244.0,2.084
672,13.0,673011.0,2.083
673,13.0,242012.0,2.083
674,13.0,245085.0,2.082
675,13.0,913790.0,2.081
676,13.0,41150.0,2.081
677,13.0,76771.0,2.08
678,13.0,302769.0,2.08
679,13.0,73351.0,2.08
680,13.0,683230.0,2.079
681,13.0,389357.0,2.078
682,13.0,34427.0,2.077
683,13.0,51996.0,2.076
684,13.0,215798.0,2.076
685,13.0,818032.0,2.076
686,13.0,245089.0,2.074
687,13.0,397753.0,2.074
688,13.0,171186.0,2.073
689,13.0,150626.0,2.073
690,13.0,473267.0,2.072
691,13.0,693633.0,2.072
692,13.0,52824.0,2.072
693,13.0,24282.0,2.071
694,13.0,654325.0,2.068
695,13.0,149464.0,2.068
696,13.0,908823.0,2.066
697,13.0,325497.0,2.066
698,13.0,575053.0,2.065
699,13.0,150620.0,2.065
700,13.0,305405.0,2.064
701,13.0,897266.0,2.063
702,13.0,303567.0,2.062
703,13.0,554931.0,2.06
704,13.0,557243.0,2.06
705,13.0,735539.0,2.06
706,13.0,140802.0,2.059
707,13.0,867841.0,2.059
708,13.0,140817.0,2.059
709,13.0,673639.0,2.058
710,13.0,109157.0,2.056
711,13.0,214587.0,2.056
712,13.0,243670.0,2.056
713,13.0,810197.0,2.056
714,13.0,446621.0,2.056
715,13.0,249272.0,2.055
716,13.0,536614.0,2.055
717,13.0,833178.0,2.055
718,13.0,133924.0,2.054
719,13.0,170134.0,2.054
720,13.0,508508.0,2.053
721,13.0,754489.0,2.052
722,13.0,29309.0,2.049
723,13.0,44488.0,2.049
724,13.0,214561.0,2.049
725,13.0,76362.0,2.048
726,13.0,651608.0,2.048
727,13.0,229277.0,2.047
728,13.0,910679.0,2.046
729,13.0,564617.0,2.046
730,13.0,909095.0,2.045
731,13.0,231289.0,2.044
732,13.0,245042.0,2.044
733,13.0,134742.0,2.044
734,13.0,771628.0,2.043
735,13.0,902339.0,2.043
736,13.0,67837.0,2.043
737,13.0,110650.0,2.042
738,13.0,52159.0,2.042
739,13.0,452450.0,2.041
740,13.0,385493.0,2.041
741,13.0,178058.0,2.041
742,13.0,717011.0,2.039
743,13.0,177723.0,2.038
744,13.0,830995.0,2.037
745,13.0,70731.0,2.036
746,13.0,811428.0,2.035
747,13.0,624447.0,2.034
748,13.0,643169.0,2.033
749,13.0,758988.0,2.032
750,13.0,551125.0,2.031
751,13.0,104705.0,2.031
752,13.0,29411.0,2.031
753,13.0,119508.0,2.031
754,13.0,347215.0,2.03
755,13.0,478002.0,2.03
756,13.0,776233.0,2.029
757,13.0,399983.0,2.029
758,13.0,702003.0,2.029
759,13.0,144257.0,2.026
760,13.0,388428.0,2.026
761,13.0,866142.0,2.026
762,13.0,233532.0,2.026
763,13.0,593439.0,2.025
764,13.0,93801.0,2.023
765,13.0,476531.0,2.023
766,13.0,136788.0,2.021
767,13.0,76850.0,2.021
768,13.0,99068.0,2.02
769,13.0,57139.0,2.019
770,13.0,446610.0,2.018
771,13.0,367506.0,2.017
772,13.0,40524.0,2.017
773,13.0,465012.0,2.017
774,13.0,508467.0,2.014
775,13.0,481011.0,2.012
776,13.0,872648.0,2.012
777,13.0,861982.0,2.011
778,13.0,215460.0,2.01
779,13.0,908970.0,2.01
780,13.0,544005.0,2.009
781,13.0,385491.0,2.009
782,13.0,659041.0,2.008
783,13.0,813631.0,2.007
784,13.0,17172.0,2.005
785,13.0,827199.0,2.005
786,13.0,83574.0,2.004
787,13.0,430857.0,2.003
788,13.0,861971.0,2.003
789,13.0,898895.0,2.002
790,13.0,306731.0,2.0
791,13.0,667804.0,1.999
792,13.0,445899.0,1.997
793,13.0,61853.0,1.996
794,13.0,626049.0,1.996
795,13.0,755715.0,1.995
796,13.0,438970.0,1.994
797,13.0,257351.0,1.994
798,13.0,624748.0,1.993
799,13.0,536629.0,1.992
800,13.0,145120.0,1.991
801,13.0,758900.0,1.991
802,13.0,17249.0,1.991
803,13.0,673539.0,1.991
804,13.0,78139.0,1.99
805,13.0,830698.0,1.99
806,13.0,136778.0,1.99
807,13.0,71823.0,1.99
808,13.0,672026.0,1.989
809,13.0,776098.0,1.988
810,13.0,445884.0,1.988
811,13.0,430875.0,1.987
812,13.0,270415.0,1.986
813,13.0,37523.0,1.985
814,13.0,407976.0,1.985
815,13.0,915557.0,1.983
816,13.0,170634.0,1.983
817,13.0,618834.0,1.982
818,13.0,729762.0,1.982
819,13.0,556996.0,1.981
820,13.0,776080.0,1.98
821,13.0,235368.0,1.98
822,13.0,659141.0,1.979
823,13.0,237787.0,1.978
824,13.0,907165.0,1.976
825,13.0,208509.0,1.976
826,13.0,177713.0,1.975
827,13.0,17221.0,1.975
828,13.0,653345.0,1.975
829,13.0,819337.0,1.974
830,13.0,102596.0,1.972
831,13.0,249324.0,1.972
832,13.0,70711.0,1.969
833,13.0,17237.0,1.968
834,13.0,17213.0,1.968
835,13.0,861516.0,1.967
836,13.0,485209.0,1.967
837,13.0,909099.0,1.967
838,13.0,428300.0,1.966
839,13.0,505695.0,1.966
840,13.0,67763.0,1.964
841,13.0,530868.0,1.964
842,13.0,540248.0,1.964
843,13.0,190363.0,1.964
844,13.0,241348.0,1.964
845,13.0,783635.0,1.964
846,13.0,224847.0,1.963
847,13.0,796220.0,1.963
848,13.0,250702.0,1.963
849,13.0,872819.0,1.963
850,13.0,881054.0,1.962
851,13.0,580123.0,1.961
852,13.0,47423.0,1.961
853,13.0,651135.0,1.961
854,13.0,797711.0,1.96
855,13.0,536635.0,1.96
856,13.0,626999.0,1.959
857,13.0,441035.0,1.959
858,13.0,860733.0,1.959
859,13.0,593496.0,1.959
860,13.0,524795.0,1.958
861,13.0,657913.0,1.957
862,13.0,72137.0,1.957
863,13.0,385456.0,1.956
864,13.0,702608.0,1.955
865,13.0,76723.0,1.955
866,13.0,241313.0,1.955
867,13.0,104923.0,1.954
868,13.0,241260.0,1.954
869,13.0,104664.0,1.953
870,13.0,770780.0,1.953
871,13.0,345236.0,1.952
872,13.0,773205.0,1.952
873,13.0,105363.0,1.951
874,13.0,879607.0,1.951
875,13.0,408294.0,1.95
876,13.0,389341.0,1.949
877,13.0,400030.0,1.949
878,13.0,428342.0,1.949
879,13.0,400029.0,1.949
880,13.0,530864.0,1.948
881,13.0,675904.0,1.948
882,13.0,29439.0,1.948
883,13.0,493119.0,1.947
884,13.0,40627.0,1.946
885,13.0,797717.0,1.944
886,13.0,522561.0,1.942
887,13.0,703874.0,1.94
888,13.0,755658.0,1.94
889,13.0,314185.0,1.939
890,13.0,47431.0,1.937
891,13.0,818013.0,1.937
892,13.0,896064.0,1.937
893,13.0,861503.0,1.936
894,13.0,902391.0,1.935
895,13.0,434405.0,1.935
896,13.0,267372.0,1.935
897,13.0,662995.0,1.935
898,13.0,102648.0,1.934
899,13.0,581628.0,1.934
900,13.0,518101.0,1.933
901,13.0,235373.0,1.933
902,13.0,171149.0,1.933
903,13.0,605081.0,1.932
904,13.0,367650.0,1.932
905,13.0,274058.0,1.931
906,13.0,611145.0,1.93
907,13.0,500530.0,1.93
908,13.0,700617.0,1.929
909,13.0,116256.0,1.928
910,13.0,302861.0,1.928
911,13.0,283215.0,1.927
912,13.0,150698.0,1.926
913,13.0,482608.0,1.924
914,13.0,598223.0,1.924
915,13.0,75171.0,1.923
916,13.0,367459.0,1.923
917,13.0,71883.0,1.923
918,13.0,757396.0,1.922
919,13.0,489774.0,1.921
920,13.0,31481.0,1.92
921,13.0,70856.0,1.919
922,13.0,668572.0,1.918
923,13.0,408211.0,1.917
924,13.0,819410.0,1.917
925,13.0,450179.0,1.917
926,13.0,345157.0,1.916
927,13.0,794212.0,1.916
928,13.0,703950.0,1.915
929,13.0,93797.0,1.915
930,13.0,790865.0,1.915
931,13.0,889802.0,1.915
