1	127589	2.221
1	100239	1.18
1	179941	0.965
1	96976	1.188
1	133625	0.891
1	129488	1.706
1	143874	1.052
1	91889	2.166
1	130365	0.767
1	189924	1.281
1	62925	0.982
1	40723	1.203
1	145767	0.358
1	178634	1.051
1	79510	0.265
1	132459	1.39
1	92531	0.264
1	149725	0.987
1	130464	0.921
1	179758	1.159
1	177357	1.168
1	199227	0.608
1	198528	0.801
1	129704	0.884
1	98373	0.324
1	79397	0.717
1	47160	0.886
1	156024	0.51
1	90408	0.319
1	3973	0.441
1	138297	1.253
1	86372	0.692
1	175687	0.544
1	35197	0.304
1	116784	0.945
1	96528	0.826
1	69282	1.748
1	114873	1.313
1	199785	0.349
1	105587	1.453
1	3594	0.147
1	36329	0.364
1	158949	2.022
1	147467	0.642
1	135033	0.708
1	195917	1.104
1	199777	0.388
1	141775	0.62
1	149808	0.803
1	202898	1.071
1	131113	2.454
1	86663	0.975
1	8884	0.573
1	76593	1.311
1	168754	3.987
1	125689	0.654
1	227132	0.806
1	195187	2.023
1	112731	1.222
1	121543	0.761
1	180375	0.519
1	159408	1.341
1	77903	0.792
1	229869	0.972
1	111376	1.559
1	69666	0.162
1	150332	0.781
1	143267	0.0707
1	127076	1.067
1	116921	1.444
1	130281	2.03
1	113690	0.833
1	149585	1.301
1	176083	0.115
1	173881	0.437
1	61586	1.388
1	65249	0.344
1	173343	1.337
1	157748	0.926
1	3377	0.225
1	179971	0.873
1	69614	0.525
1	76655	0.623
1	169001	1.546
1	119295	1.375
1	3529	0.528
1	158223	1.179
1	92562	0.164
1	56822	1.558
1	147562	0.047
1	44053	1.796
1	118619	0.359
1	119516	1.213
1	67650	0.913
1	35588	1.351
1	137033	1.487
1	146235	0.0615
1	105157	0.481
1	157301	1.189
1	96890	1.752
1	68534	1.283
1	97378	0.583
1	75803	1.526
1	156205	1.594
1	68280	1.767
1	11188	0.0854
1	146921	0.364
1	180090	0.455
1	133854	1.129
1	116125	1.323
1	99243	0.443
1	48256	0.234
1	170476	0.862
1	105166	0.466
1	134371	0.514
1	179025	0.226
1	6032	0.225
1	50645	0.249
1	9002	0.362
1	5628	0.211
1	189958	1.709
1	82757	0.764
1	128010	1.043
1	123330	1.005
1	175261	1.144
1	94166	0.697
1	7308	0.941
1	193404	0.656
1	114845	1.281
1	76325	0.446
1	69711	0.0848
1	34583	0.766
1	71652	0.0394
1	8923	0.526
1	73733	0.164
1	107908	1.006
1	109907	1.091
1	49207	0.256
1	80744	0.866
1	66118	1.463
1	138663	0.208
1	85423	0.774
1	118834	0.187
1	56917	0.249
1	123687	0.504
1	141853	0.752
1	134109	0.232
1	96434	0.738
1	175705	0.489
1	62031	0.71
1	43946	1.838
1	184608	0.497
1	130554	0.378
1	202575	0.919
1	200160	0.256
1	88745	0.784
1	105958	1.003
1	33247	1.365
1	71170	0.55
1	73861	0.565
1	72524	1.602
1	130184	1.502
1	106626	1.749
1	172062	0.0394
1	86322	0.63
1	157638	0.467
1	168712	2.951
1	124832	1.021
1	35028	0.321
1	48106	2.201
1	31286	0.425
1	67565	1.037
1	11299	0.153
1	197809	0.762
1	168862	1.317
1	128134	0.0311
1	48322	0.415
1	64259	0.248
1	47292	0.833
1	172136	0.209
1	134826	0.561
1	118405	0.0384
1	186143	0.888
1	151667	0.296
1	29471	0.226
1	89236	0.388
1	11062	0.186
1	31024	0.039
1	87966	0.725
1	30057	0.0928
1	57334	1.975
1	45270	0.514
1	39974	0.195
1	49449	0.225
1	69832	0.0854
1	37332	0.0463
1	6985	0.0859
1	115290	1.199
1	73140	1.776
1	144881	0.227
1	64418	0.422
1	142017	0.272
1	159074	0.939
1	149693	0.824
1	38525	0.918
1	134675	0.195
1	118151	0.543
1	71795	1.079
1	124061	0.849
1	99509	1.464
1	145441	0.816
1	91709	0.56
1	97758	0.792
1	126881	0.0235
1	134533	0.963
1	95740	0.629
1	131885	1.157
1	202592	0.919
1	60526	1.05
1	88691	0.575
1	31656	0.289
1	33994	2.06
1	110227	0.156
1	168407	0.614
1	198679	0.358
1	44164	0.962
1	129371	1.263
1	96015	0.429
1	54161	0.407
1	67332	1.296
1	56002	0.644
1	63709	0.536
1	170972	1.335
1	138068	0.24
1	167955	1.194
1	134129	0.108
1	153720	0.724
1	111794	1.513
1	119924	0.162
1	178577	1.104
1	170280	2.159
1	54718	1.096
1	149906	0.296
1	167100	0.368
1	10373	0.13
1	120341	1.061
1	76477	1.184
1	66535	0.187
1	47589	0.485
1	29307	0.717
1	124735	0.784
1	184460	0.357
1	114173	1.19
1	61228	2.636
1	101778	0.708
1	41136	1.277
1	83379	1.742
1	181526	1.836
1	61054	2.619
1	97079	0.787
1	175634	0.544
1	92789	0.272
1	121561	0.792
1	77092	0.535
1	97230	0.546
1	109962	0.868
1	78749	0.825
1	59229	1.226
1	142860	2.099
1	196118	0.318
1	9999	0.372
1	66255	1.449
1	9092	0.324
1	102897	0.827
1	31843	0.992
1	113462	0.497
1	115615	1.763
1	158512	1.12
1	4229	0.913
1	82409	0.38
1	7674	1.135
1	178428	0.654
1	107021	1.16
1	49454	0.217
1	4874	0.849
1	125733	1.108
1	83707	0.996
1	172818	1.237
1	63264	1.294
1	166737	0.415
1	144569	0.636
1	73333	0.039
1	85407	0.829
1	95021	0.864
1	142416	0.32
1	156856	1.919
1	40293	1.752
1	136995	1.123
1	148554	0.271
1	99024	0.729
1	32507	3.522
1	49014	1.338
1	132686	0.661
1	150783	1.022
1	3254	0.465
1	95863	0.897
1	40920	1.351
1	42720	0.194
1	86061	0.563
1	96257	1.448
1	194593	0.208
1	7132	0.0699
1	75691	1.72
1	128112	0.0783
1	186113	1.022
1	132761	0.538
1	44894	0.824
1	73525	0.397
1	137722	0.225
1	108828	1.348
1	124609	0.758
1	32826	1.102
1	192377	0.341
1	156982	0.39
1	89158	0.451
1	3227	0.41
1	114312	1.748
1	97915	0.295
1	167570	0.794
1	50736	0.218
1	58968	0.999
1	48376	0.508
1	108384	1.519
1	169033	1.328
1	107640	0.638
1	134314	0.757
1	167219	0.613
1	115414	0.812
1	10041	0.31
1	33177	2.088
1	141628	0.452
1	227411	0.225
1	56280	0.588
1	144266	1.658
1	68804	1.869
1	121286	0.257
1	8341	0.944
1	184186	1.267
1	108953	0.592
1	154515	0.975
1	70428	0.204
1	177374	1.106
1	146515	0.384
1	74823	0.798
1	59281	0.75
1	157171	0.677
1	229904	0.973
1	68376	1.283
1	49799	0.596
1	62503	1.517
1	118172	0.389
1	143875	1.052
1	61326	3.04
1	196402	0.233
1	181428	0.489
1	193118	2.025
1	120280	0.956
1	159270	0.483
1	137106	1.454
1	35195	0.265
1	195708	0.529
1	83528	1.167
1	50793	0.475
1	123812	0.653
1	124231	0.933
1	130371	0.781
1	103468	0.708
1	177424	0.818
1	32417	1.336
1	94073	0.713
1	134547	1.017
1	189992	1.715
1	7192	0.172
1	8127	1.518
1	36511	0.211
1	97649	0.484
1	6297	0.217
1	173777	0.89
1	179361	1.113
1	174720	0.795
1	52781	0.0782
1	136196	0.653
1	138901	0.304
1	170751	1.001
1	83623	1.319
1	45596	0.0543
1	43659	0.538
1	169159	0.506
1	151197	1.647
1	195188	2.023
1	175331	1.392
1	157216	0.402
1	79042	1.155
1	126672	0.607
1	80062	0.626
1	50811	0.475
1	101619	0.845
1	62086	1.231
1	81815	0.727
1	173443	2.216
1	149094	0.171
1	127556	2.017
1	58536	0.753
1	143246	0.055
1	64580	1.973
1	159389	1.334
1	102751	0.6
1	148976	0.849
1	169339	0.802
1	144147	1.406
1	106179	0.326
1	111298	1.117
1	4826	0.718
1	134107	0.264
1	111829	1.918
1	37737	2.81
1	124264	0.926
1	99189	1.129
1	197184	0.211
1	151339	0.108
1	106008	0.483
1	99533	1.503
1	62165	1.685
1	36473	0.109
1	104368	0.352
1	142176	0.442
1	33761	1.663
1	73459	0.21
1	173037	0.731
1	71957	1.9
1	129864	1.109
1	184128	1.469
1	91483	0.157
1	128014	1.043
1	146272	0.0619
1	192387	0.365
1	166531	0.428
1	153815	1.122
1	172057	0.0394
1	35042	0.289
1	66825	1.482
1	168944	1.289
1	159932	0.0854
1	60968	2.541
1	135084	0.834
1	3385	0.225
1	200378	0.537
1	185549	0.585
1	66992	0.47
1	67235	1.083
1	30644	0.421
1	96674	0.163
1	99380	1.686
1	54952	0.0854
1	133919	0.583
1	105919	1.081
1	62316	1.634
1	81288	0.854
1	132073	0.178
1	46117	1.086
1	37767	2.294
1	132145	0.6
1	189988	1.7
1	101471	0.055
1	158696	0.8
1	197222	0.125
1	49614	0.21
1	123867	1.015
1	87576	1.484
1	186158	0.959
1	150443	0.505
1	84150	1.838
1	190038	1.608
1	180065	0.394
1	52240	0.983
1	121727	0.806
1	39794	0.91
1	186911	0.796
1	195200	2.085
1	64305	0.309
1	59714	1.989
1	74800	0.947
1	122546	0.124
1	191986	2.366
1	168395	0.645
1	9514	0.733
1	40819	1.364
1	83255	0.148
1	79260	1.34
1	148864	0.552
1	171547	0.677
1	99995	0.358
1	137191	1.135
1	179237	0.298
1	87122	0.829
1	108750	0.125
1	123021	0.913
1	61476	1.806
1	84330	0.955
1	171916	0.109
1	35990	1.217
1	109084	2.122
1	92327	0.0702
1	166764	0.556
1	136037	0.956
1	145295	0.451
1	110084	0.694
1	201363	1.251
1	67186	0.899
1	190088	1.176
1	91981	0.575
1	126872	0.0235
1	42458	1.946
1	49893	0.2
1	90901	0.438
1	133759	1.372
1	73894	0.519
1	191198	1.888
1	50259	1.059
1	191343	1.189
1	107333	1.154
1	119148	0.636
1	110916	1.53
1	122310	0.773
1	191041	1.159
1	130632	0.0928
1	199102	0.939
1	49615	0.21
1	45416	1.237
1	95034	0.81
1	122848	0.705
1	71022	0.0235
1	195829	0.942
1	129991	1.961
1	5797	0.481
1	115150	1.166
1	47244	0.881
1	95020	0.887
1	119955	0.256
1	94256	0.37
1	82144	1.538
1	100844	0.862
1	50333	1.004
1	128968	1.753
1	30464	1.178
1	185983	0.529
1	97865	0.518
1	51222	1.159
1	137788	0.526
1	74493	1.633
1	102480	0.631
1	89290	0.451
1	180805	0.326
1	197952	0.398
1	180448	1.722
1	56758	2.173
1	5436	0.36
1	69869	0.567
1	147855	1.119
1	43505	1.977
1	89867	0.528
1	201400	0.953
1	33644	1.604
1	74432	1.314
1	33910	1.6
1	60525	1.05
1	158243	1.202
1	170172	0.817
1	148451	0.295
1	111827	1.854
1	169512	1.876
1	169748	1.64
1	179890	1.133
1	49506	0.264
1	112901	1.02
1	175100	1.483
1	156588	0.559
1	99238	0.404
1	82432	0.301
1	33361	0.358
1	97561	0.544
1	80491	1.363
1	191982	2.366
1	198697	0.366
1	78944	0.411
1	175675	0.551
1	134024	0.955
1	81907	0.42
1	35508	1.372
1	153790	1.106
1	6318	0.14
1	167778	1.738
1	72817	3.426
1	9105	0.324
1	182164	1.256
1	89757	0.636
1	179569	0.382
1	85456	0.562
1	176011	0.381
1	199638	0.376
1	101613	0.837
1	48244	0.242
1	7289	0.965
1	127196	1.025
1	120524	1.092
1	106955	0.849
1	81747	0.861
1	130649	0.0615
1	92063	1.404
1	152981	0.801
1	71410	0.934
1	80453	1.393
1	159114	1.157
1	194408	1.097
1	48941	0.885
1	126457	0.584
1	4376	1.394
1	9363	1.982
1	86681	1.159
1	129543	1.575
1	84174	1.412
1	82982	1.64
1	108295	1.261
1	133629	0.753
1	51971	1.134
1	121221	0.489
1	107505	2.586
1	129387	1.147
1	56928	0.179
1	124225	0.933
1	5279	0.389
1	91073	0.427
1	117557	0.366
1	93876	0.763
1	5495	0.352
1	186819	0.468
1	96184	0.466
1	186801	0.484
1	138737	0.178
1	156488	0.754
1	91859	2.473
1	125943	0.723
1	44975	1.138
1	54715	1.134
1	147499	0.276
1	65406	0.21
1	59434	1.757
1	172472	0.902
1	68971	1.49
1	176279	0.115
1	55501	0.164
1	131178	1.019
1	196807	0.644
1	103881	1.145
1	57113	1.146
1	195295	1.209
1	41567	1.212
1	97734	0.662
1	98855	0.482
1	65644	0.0314
1	39203	0.819
1	74229	1.251
1	62128	1.652
1	74748	1.173
1	65813	0.345
1	61119	1.024
1	79215	1.039
1	134775	0.298
1	160027	0.364
1	148696	0.299
1	126053	0.326
1	58902	1.2
1	44730	1.606
1	9667	0.516
1	143419	0.101
1	56923	0.202
1	197308	0.888
1	59577	1.726
1	56255	0.397
1	90292	0.334
1	81996	0.606
1	96098	0.624
1	47649	1.619
1	59102	3.014
1	53771	0.622
1	107696	0.591
1	90255	0.723
1	9271	0.148
1	55801	0.17
1	93191	1.171
1	142837	2.128
1	192658	0.784
1	138630	0.388
1	63926	0.374
1	201112	0.314
1	35758	0.921
1	29936	0.561
1	46550	2.13
1	134662	0.505
1	173439	2.27
1	202165	0.366
1	68335	1.579
1	108457	1.112
1	81483	0.527
1	166835	0.938
1	131422	1.796
1	58358	1.274
1	55419	0.0629
1	80747	0.866
1	167120	0.474
1	152976	0.778
1	155362	1.014
1	138227	1.736
1	120495	0.959
1	154247	1.774
1	132765	0.546
1	197238	0.225
1	135812	0.847
1	96205	0.632
1	48099	2.288
1	65753	0.141
1	5172	0.676
1	167857	0.599
1	181457	0.73
1	128228	0.33
1	64703	0.787
1	39774	0.903
1	182314	0.611
1	173483	1.706
1	172091	0.047
1	186461	0.428
1	83287	0.434
1	168616	0.765
1	54033	0.46
1	93009	1.908
1	198852	0.219
1	78922	0.999
1	141584	0.413
1	95103	1.243
1	73844	0.581
1	53892	1.011
1	156049	0.603
1	33448	0.428
1	76197	1.267
1	37137	0.489
1	125661	0.164
1	68103	0.131
1	36384	0.0935
1	113584	1.145
1	150411	0.659
1	66495	0.187
1	104023	0.404
1	8812	0.627
1	79613	0.233
1	99062	1.06
1	124856	1.294
1	45058	0.944
1	103690	0.225
1	58728	2.138
1	158736	0.654
1	123978	0.677
1	104663	0.446
1	169113	0.561
1	193284	1.667
1	171996	0.0235
1	126936	0.527
1	141994	0.264
1	74409	1.167
1	46767	1.297
1	179178	0.256
1	125147	1.032
1	179996	0.644
1	77161	0.496
1	189977	1.653
1	95322	0.34
1	100994	1.722
1	101922	0.432
1	147754	1.001
1	44220	1.805
1	91323	1.231
1	172643	0.101
1	33558	2.122
1	76865	0.808
1	80946	2.051
1	65703	0.0394
1	36223	1.247
1	53850	0.731
1	172594	0.729
1	201429	0.669
1	88019	0.567
1	30905	0.164
1	55683	0.195
1	46431	1.441
1	143842	0.792
1	64147	0.654
1	192528	0.101
1	143406	0.0782
1	52262	0.578
1	8202	1.278
1	110839	0.972
1	168233	0.569
1	59085	2.796
1	194268	1.106
1	227063	0.91
1	149421	1.197
1	57196	1.304
1	106238	0.223
1	199646	0.368
1	159905	0.0699
1	150941	0.481
1	5621	0.211
1	31902	1.118
1	102564	0.397
1	133973	0.94
1	76224	1.211
1	40796	1.108
1	54530	1.245
1	45827	0.311
1	86397	0.801
1	94784	0.886
1	85208	0.996
1	43856	1.105
1	147706	0.635
1	135991	1.262
1	128356	0.511
1	150095	0.596
1	176174	0.184
1	157389	0.924
1	153926	0.179
1	6102	0.249
1	36199	1.217
1	7159	0.116
1	36739	0.388
1	38741	0.84
1	154026	0.0235
1	132605	1.059
1	51369	1.268
1	76777	0.706
1	41407	1.731
1	70828	0.131
1	75140	1.237
1	62038	0.67
1	119957	0.256
1	42286	1.293
1	29288	0.53
1	153401	1.023
1	153454	1.391
1	171712	1.526
1	86737	0.964
1	38113	0.66
1	102289	0.419
1	79291	1.287
1	74995	0.0155
1	120724	1.222
1	54445	0.793
1	178940	0.762
1	32477	3.336
1	192942	1.783
1	170479	0.878
1	86540	0.265
1	38121	0.658
1	199222	0.569
1	47744	1.568
1	46547	2.144
1	101082	0.771
1	137920	0.741
1	153086	0.822
1	84428	1.527
1	148353	0.922
1	49168	0.304
1	50358	0.348
1	181728	1.436
1	5896	0.468
1	29823	0.273
1	45067	0.912
1	50173	0.529
1	72343	1.045
1	168387	0.771
1	87718	0.65
1	196121	0.334
1	88878	1.081
1	121924	0.694
1	129624	1.326
1	117774	0.405
1	133964	0.87
1	105416	0.28
1	201723	0.657
1	80109	0.926
1	44264	1.639
1	41459	1.52
1	227144	0.721
1	170143	0.711
1	154579	0.708
1	11473	0.139
1	83601	1.395
1	98550	0.715
1	112037	0.419
1	111341	1.597
1	123480	1.307
1	135008	0.646
1	36997	0.563
1	79435	0.639
1	196060	0.469
1	141986	0.264
1	116721	0.931
1	54985	0.311
1	84460	1.509
1	125082	1.142
1	40746	1.218
1	190427	0.879
1	124999	1.441
1	95080	1.019
1	179871	1.109
1	8755	0.775
1	115721	1.608
1	148386	0.72
1	115942	1.042
1	116251	1.775
1	186391	0.31
1	104610	0.641
1	173686	1.189
1	35349	2.018
1	9219	0.209
1	34577	0.736
1	90709	0.66
1	71906	1.43
1	60818	2.443
1	198853	0.219
1	51145	1.372
1	115662	1.756
1	151579	0.0543
1	157559	1.176
1	47920	0.522
1	151095	0.571
1	102846	1.061
1	107211	2.201
1	71087	0.0463
1	199416	0.553
1	178879	0.818
1	172389	0.375
1	59691	2.206
1	166651	0.154
1	28268	0.233
1	115713	1.601
1	33541	1.841
1	197529	0.0546
1	142890	2.124
1	103618	0.591
1	106026	0.225
1	119419	0.985
1	102815	1.045
1	142334	0.0858
1	47674	1.875
1	74745	1.173
1	117633	1.143
1	59411	1.741
1	67380	1.991
1	198799	0.258
1	179987	0.645
1	227054	0.81
1	91767	2.246
1	34074	1.661
1	34974	0.609
1	9483	1.063
1	202008	0.49
1	201734	0.665
1	136825	0.733
1	48865	1.006
1	146143	0.426
1	39599	0.631
1	195253	2.062
1	156225	1.491
1	134322	0.687
1	202578	0.927
1	91541	0.489
1	7134	0.0699
1	152896	0.716
1	100874	1.165
1	106339	0.935
1	96625	0.601
1	134431	0.172
1	110060	0.695
1	125142	1.039
1	177418	0.998
1	78060	0.52
1	145313	0.482
1	104191	1.192
1	137295	0.61
1	90043	0.618
1	80954	2.066
1	133123	0.74
1	61220	2.589
1	80075	0.65
1	170437	0.459
1	90438	0.6
1	199915	0.0155
1	67591	1.029
1	122175	1.04
1	199973	0.0231
1	197880	0.677
1	108690	0.337
1	176200	0.184
1	4883	0.873
1	35835	1.547
1	54565	1.838
1	179778	1.095
1	99307	0.789
1	170993	1.326
1	155201	1.798
1	75120	1.074
1	122644	0.123
1	71106	0.0775
1	44443	3.311
1	42533	1.212
1	91071	0.427
1	9876	0.21
1	76262	0.733
1	190588	2.905
1	120569	1.044
1	78480	2.106
1	132759	0.546
1	116290	1.723
1	151420	0.047
1	94605	0.444
1	56793	2.672
1	110582	0.0384
1	182337	0.798
1	67173	0.914
1	63840	0.444
1	9889	0.232
1	101849	0.767
1	146364	0.513
1	136979	0.919
1	59794	0.957
1	94398	0.225
1	38639	1.121
1	38375	1.143
1	78405	2.007
1	71109	0.0928
1	144530	0.451
1	64357	0.263
1	64319	0.278
1	186879	0.278
1	97206	0.608
1	171379	0.38
1	68865	1.432
1	52035	0.916
1	89853	0.615
1	197672	0.646
1	6126	0.303
1	131149	1.573
1	121338	0.211
1	195895	1.15
1	185744	0.234
1	180118	0.432
1	167595	1.052
1	173366	2.092
1	108734	0.203
1	110903	0.811
1	87848	0.316
1	155704	0.676
1	96477	0.707
1	201663	0.171
1	40794	1.124
1	181439	0.607
1	61773	2.29
1	127508	1.606
1	99353	1.616
1	34875	0.93
1	30807	0.329
1	172466	0.886
1	176303	0.17
1	81245	0.991
1	47794	0.67
1	75498	1.391
1	123398	1.533
1	53905	1.034
1	109023	1.521
1	157159	0.763
1	28635	0.202
1	137614	0.109
1	52951	0.69
1	157407	0.848
1	158969	1.771
1	105840	1.508
1	38886	1.228
1	197918	0.474
1	177660	2.551
1	45538	0.248
1	110301	2.23
1	154941	0.349
1	92646	0.163
1	90279	0.467
1	38710	0.827
1	137775	0.439
1	5289	0.419
1	34808	0.539
1	102351	0.865
1	41384	1.776
1	30496	1.853
1	30273	0.645
1	116679	1.016
1	41296	1.145
1	191097	1.618
1	88495	0.231
1	93283	1.784
1	55611	0.344
1	150962	0.364
1	7445	0.602
1	69312	1.238
1	109643	1.374
1	173516	0.578
1	58466	1.203
1	170661	0.575
1	40837	1.507
1	56341	0.844
1	120787	1.417
1	83181	0.178
1	65163	0.288
1	98596	0.39
1	198981	0.629
1	7804	0.665
1	168519	1.003
1	152139	0.0155
1	73705	0.14
1	178116	1.405
1	201547	0.147
1	200242	0.192
1	123638	0.581
1	79144	1.54
1	84690	0.0609
1	87396	1.425
1	107025	1.115
1	120864	0.631
1	198305	0.544
1	178980	0.372
1	137045	1.494
1	186480	0.515
1	192129	0.888
1	84316	1.04
1	111435	1.489
1	59010	0.873
1	198866	0.281
1	154713	0.682
1	180089	0.455
1	155849	1.244
1	96930	1.286
1	133849	1.167
1	138145	0.817
1	39753	0.88
1	132980	0.286
1	129478	1.762
1	190960	1.146
1	49282	1.004
1	138523	0.483
1	62621	0.162
1	156629	0.303
1	114300	1.636
1	136914	0.72
1	113634	1.472
1	154549	0.462
1	129530	1.197
1	104474	0.38
1	150998	0.326
1	104353	0.367
1	186282	1.038
1	171983	0.0394
1	136496	0.778
1	144341	1.183
1	111864	3.527
1	157754	0.941
1	67990	0.178
1	200314	0.444
1	60335	1.336
1	69080	1.302
1	148642	0.385
1	75080	0.948
1	153222	0.95
1	56461	0.489
1	53079	1.244
1	54956	0.0854
1	90449	0.655
1	71107	0.0848
1	147449	0.712
1	113277	2.283
1	122312	0.781
1	43771	0.872
1	158323	1.048
1	47013	0.296
1	57713	1.12
1	29825	0.273
1	65543	0.225
1	199958	0.0231
1	92900	1.896
1	70679	0.711
1	91128	0.569
1	130561	0.248
1	153313	0.631
1	151889	0.352
1	6465	0.612
1	44447	3.303
1	171875	0.14
1	74476	1.696
1	159626	1.942
1	136813	0.687
1	72721	2.678
1	64268	0.255
1	167622	1.092
1	91772	2.286
1	198251	0.597
1	93579	1.197
1	143809	0.73
1	145797	0.313
1	107741	0.88
1	169851	1.125
1	60493	1.267
1	62652	0.317
1	5513	0.29
1	143323	0.0935
1	69921	1.16
1	89667	0.426
1	126502	1.261
1	148918	0.887
1	96818	1.793
1	68484	1.19
1	75083	0.956
1	130613	0.108
1	147403	0.858
1	3176	0.0463
1	90789	0.486
1	68635	0.304
1	68193	0.701
1	33941	2.027
1	7755	0.759
1	28196	0.139
1	121785	0.685
1	31635	0.227
1	200672	1.317
1	35105	0.124
1	124528	0.0782
1	8714	0.674
1	174616	2.056
1	38169	1.243
1	151036	0.373
1	76905	0.784
1	180114	0.432
1	193940	0.54
1	152247	1.363
1	62424	0.868
1	104654	0.494
1	87177	0.761
1	34025	1.839
1	85319	0.867
1	197891	0.591
1	97201	0.654
1	82685	0.177
1	132762	0.546
1	125658	0.164
1	144962	0.257
1	30309	0.597
1	127355	1.86
1	97121	0.794
1	50312	1.076
1	179672	1.133
1	6560	0.144
1	84178	1.412
1	197426	0.17
1	105627	1.311
1	201186	0.863
1	136036	0.948
1	93862	1.226
1	147225	0.233
1	186855	0.444
1	144160	1.436
1	148556	0.286
1	169188	0.459
1	57734	1.159
1	133522	0.915
1	51414	1.252
1	118031	0.521
1	83941	1.198
1	90180	1.078
1	105781	1.393
1	198191	0.634
1	37627	1.085
1	120632	0.537
1	193697	1.319
1	102007	0.875
1	40095	0.523
1	158396	1.375
1	147852	1.111
1	121721	0.83
1	145515	0.241
1	173118	0.732
1	186419	0.342
1	52338	0.713
1	129305	2.207
1	199412	0.56
1	195114	0.677
1	125561	0.57
1	152126	0.0155
1	178205	1.357
1	190963	1.202
1	130301	1.928
1	115136	1.151
1	81726	0.891
1	134221	0.398
1	113439	0.588
1	79660	1.025
1	34028	1.839
1	30386	0.723
1	7125	0.0699
1	91273	0.833
1	50369	0.397
1	185901	0.163
1	202414	0.693
1	86367	0.692
1	178402	0.755
1	53188	0.916
1	93492	1.015
1	57796	1.376
1	57816	1.329
1	101098	0.733
1	102579	0.474
1	70784	0.468
1	46089	0.85
1	132399	1.731
1	77715	0.662
1	68863	1.454
1	78319	0.914
1	70245	0.656
1	45763	0.302
1	201873	0.993
1	201487	0.278
1	86898	0.794
1	96300	1.487
1	57784	1.415
1	65663	0.0474
1	131643	2.314
1	73663	0.124
1	169929	2.193
1	157274	0.963
1	179711	1.189
1	103829	0.381
1	178239	0.959
1	154721	0.612
1	155511	0.708
1	199047	0.475
1	59189	3.047
1	144371	0.674
1	152630	0.286
1	196518	0.148
1	75312	1.068
1	199709	0.561
1	138033	0.32
1	129252	2.137
1	33893	1.672
1	60831	2.281
1	99228	0.497
1	89322	0.575
1	171252	0.61
1	77288	1.396
1	173847	0.359
1	63710	0.536
