site,value
479010.0,0.417
574007.0,0.413
1065170.0,0.411
1010150.0,0.409
1374737.0,0.404
1005589.0,0.402
773603.0,0.398
1177024.0,0.396
1320909.0,0.392
265002.0,0.389
512996.0,0.385
1200837.0,0.382
183161.0,0.381
501397.0,0.377
404622.0,0.374
822472.0,0.371
1356711.0,0.366
1348772.0,0.365
1115832.0,0.362
254110.0,0.358
934899.0,0.356
1438820.0,0.352
948934.0,0.35
915985.0,0.348
905115.0,0.343
966872.0,0.342
1135718.0,0.34
1303976.0,0.335
173349.0,0.332
1196106.0,0.328
1143088.0,0.326
1252144.0,0.32
979665.0,0.318
348351.0,0.312
1132870.0,0.31
845429.0,0.309
48184.0,0.303
958634.0,0.301
810977.0,0.296
446849.0,0.294
185911.0,0.288
67936.0,0.286
785944.0,0.28
738486.0,0.278
391068.0,0.272
474589.0,0.271
89911.0,0.264
900009.0,0.263
917497.0,0.257
444011.0,0.256
284584.0,0.249
328552.0,0.247
995244.0,0.241
1202467.0,0.239
761445.0,0.233
637573.0,0.227
1166979.0,0.225
141736.0,0.224
416846.0,0.218
929336.0,0.216
495977.0,0.21
909768.0,0.208
598479.0,0.202
26547.0,0.2
756298.0,0.195
505346.0,0.193
161643.0,0.186
676360.0,0.185
697872.0,0.178
1439275.0,0.172
547838.0,0.17
898100.0,0.164
1449072.0,0.162
1521854.0,0.155
159262.0,0.148
945759.0,0.146
591549.0,0.14
398515.0,0.134
30880.0,0.132
541153.0,0.124
33300.0,0.122
1399586.0,0.116
1017602.0,0.108
1189983.0,0.101
1487162.0,0.0939
1514998.0,0.0863
270176.0,0.0783
332016.0,0.0705
310288.0,0.0626
812941.0,0.0546
682604.0,0.0466
1120493.0,0.0384
838157.0,0.0235
