site,value
1065868.0,0.899
178350.0,0.894
852216.0,0.888
253283.0,0.881
1019995.0,0.878
144679.0,0.872
252266.0,0.866
595688.0,0.86
602216.0,0.857
624313.0,0.851
181038.0,0.847
136888.0,0.841
199351.0,0.838
237393.0,0.835
734922.0,0.829
737965.0,0.825
167945.0,0.819
135780.0,0.815
274999.0,0.809
295206.0,0.805
673043.0,0.8
376413.0,0.794
503553.0,0.789
722141.0,0.785
703011.0,0.779
454416.0,0.774
524676.0,0.77
898174.0,0.766
334398.0,0.762
700092.0,0.756
1003946.0,0.752
1024508.0,0.747
253355.0,0.742
620893.0,0.738
860949.0,0.731
496318.0,0.727
288623.0,0.723
534958.0,0.719
29034.0,0.713
591298.0,0.708
325894.0,0.705
624166.0,0.701
135286.0,0.698
586666.0,0.693
365349.0,0.688
207345.0,0.685
320728.0,0.681
1023290.0,0.677
265502.0,0.674
138707.0,0.67
579159.0,0.666
891762.0,0.662
694904.0,0.657
470242.0,0.652
347167.0,0.647
871640.0,0.644
881901.0,0.638
935108.0,0.632
325383.0,0.628
416698.0,0.623
65778.0,0.618
476615.0,0.613
472708.0,0.61
616038.0,0.605
981229.0,0.601
180246.0,0.596
994414.0,0.591
233545.0,0.585
501458.0,0.583
124411.0,0.578
940092.0,0.572
580583.0,0.567
291365.0,0.561
941818.0,0.558
737380.0,0.553
1067085.0,0.55
100126.0,0.544
438991.0,0.539
224630.0,0.535
257827.0,0.529
879930.0,0.523
139981.0,0.519
632631.0,0.514
17015.0,0.512
1053132.0,0.506
190567.0,0.503
757985.0,0.497
336757.0,0.492
238549.0,0.49
986830.0,0.487
499174.0,0.482
170767.0,0.476
585796.0,0.473
722867.0,0.467
1040985.0,0.464
1042516.0,0.458
489096.0,0.453
463594.0,0.449
392777.0,0.443
46642.0,0.441
789914.0,0.436
615896.0,0.432
355498.0,0.427
600072.0,0.422
231541.0,0.419
374506.0,0.413
289979.0,0.409
286207.0,0.404
555293.0,0.398
532288.0,0.393
966511.0,0.388
66285.0,0.382
800210.0,0.379
389383.0,0.373
439318.0,0.369
904858.0,0.365
302163.0,0.36
421361.0,0.354
199126.0,0.35
624954.0,0.343
311430.0,0.339
203272.0,0.334
808613.0,0.328
270867.0,0.324
52787.0,0.318
792311.0,0.312
204563.0,0.305
140264.0,0.302
485718.0,0.295
635163.0,0.289
922591.0,0.286
896046.0,0.28
719339.0,0.274
185267.0,0.271
702590.0,0.265
976928.0,0.263
958367.0,0.256
345181.0,0.249
1017881.0,0.241
248994.0,0.234
170970.0,0.231
933285.0,0.225
706452.0,0.218
421321.0,0.215
349175.0,0.209
300539.0,0.203
4264.0,0.201
933128.0,0.195
996646.0,0.192
381504.0,0.186
535023.0,0.179
601183.0,0.172
705297.0,0.17
587029.0,0.163
397872.0,0.159
1058904.0,0.155
1054059.0,0.147
164811.0,0.139
280690.0,0.131
904939.0,0.122
582573.0,0.109
33965.0,0.1
974178.0,0.0928
163264.0,0.0858
700030.0,0.0764
582724.0,0.0619
148170.0,0.0477
