site,value
882100.0,0.786
158015.0,0.782
638224.0,0.777
260699.0,0.773
193122.0,0.768
369622.0,0.763
839704.0,0.758
271139.0,0.751
378815.0,0.747
746046.0,0.741
411521.0,0.736
831606.0,0.731
659014.0,0.726
362178.0,0.721
345463.0,0.716
803514.0,0.71
91986.0,0.705
348242.0,0.701
813228.0,0.696
713438.0,0.691
562984.0,0.686
864135.0,0.683
797507.0,0.678
466370.0,0.674
765891.0,0.67
667413.0,0.665
390869.0,0.661
114319.0,0.656
101542.0,0.651
714098.0,0.647
28471.0,0.644
343187.0,0.639
258824.0,0.635
709093.0,0.631
836739.0,0.625
792814.0,0.62
761178.0,0.615
394869.0,0.608
454229.0,0.605
150009.0,0.599
914525.0,0.593
486004.0,0.59
494008.0,0.585
678996.0,0.581
343451.0,0.575
626492.0,0.568
244903.0,0.565
421172.0,0.56
815936.0,0.556
482079.0,0.55
394963.0,0.544
298280.0,0.537
373433.0,0.531
662774.0,0.527
885188.0,0.522
785353.0,0.516
599955.0,0.513
593366.0,0.507
897243.0,0.502
344776.0,0.498
391014.0,0.492
221774.0,0.484
178297.0,0.479
602298.0,0.474
302324.0,0.468
789914.0,0.464
401009.0,0.458
639261.0,0.451
137635.0,0.447
661814.0,0.443
936592.0,0.437
49156.0,0.434
273667.0,0.428
241083.0,0.422
289484.0,0.419
357685.0,0.414
90754.0,0.411
125451.0,0.404
76603.0,0.397
261200.0,0.39
469183.0,0.387
193279.0,0.38
631921.0,0.374
244598.0,0.367
682907.0,0.363
240265.0,0.357
675298.0,0.35
873474.0,0.344
929047.0,0.34
886275.0,0.334
150478.0,0.326
817574.0,0.32
21991.0,0.314
780610.0,0.31
316161.0,0.304
767299.0,0.297
45382.0,0.294
525576.0,0.287
486302.0,0.281
603883.0,0.278
525578.0,0.271
665637.0,0.263
801614.0,0.257
863072.0,0.251
214188.0,0.248
145777.0,0.241
172865.0,0.233
71102.0,0.226
876273.0,0.224
930213.0,0.217
26574.0,0.208
936644.0,0.202
557929.0,0.194
602331.0,0.185
33901.0,0.176
769984.0,0.164
33858.0,0.155
95198.0,0.147
562753.0,0.139
550445.0,0.125
602934.0,0.123
708395.0,0.116
880132.0,0.108
457024.0,0.1
434156.0,0.0923
436626.0,0.0844
771327.0,0.0702
752064.0,0.0619
909494.0,0.047
455687.0,0.0387
