site,value
733937.0,1.293
316072.0,1.284
899975.0,1.278
73508.0,1.269
390707.0,1.262
77887.0,1.256
767670.0,1.251
578646.0,1.245
933049.0,1.24
378175.0,1.232
758050.0,1.228
88774.0,1.221
203265.0,1.211
250638.0,1.203
929430.0,1.196
819291.0,1.189
343896.0,1.183
388550.0,1.177
642039.0,1.17
430361.0,1.165
70248.0,1.16
1063276.0,1.154
1047233.0,1.146
85977.0,1.142
492586.0,1.135
511487.0,1.13
749353.0,1.124
509119.0,1.116
668809.0,1.112
95052.0,1.107
45532.0,1.101
486067.0,1.096
823360.0,1.089
771338.0,1.084
937483.0,1.079
908850.0,1.074
206577.0,1.068
415041.0,1.063
389220.0,1.057
631059.0,1.05
220427.0,1.044
366591.0,1.04
931366.0,1.034
409242.0,1.03
17471.0,1.025
294293.0,1.018
767031.0,1.014
836882.0,1.008
560326.0,1.002
803009.0,0.998
192695.0,0.993
360656.0,0.987
870843.0,0.984
235555.0,0.979
568213.0,0.972
245697.0,0.967
750120.0,0.963
1044515.0,0.955
632421.0,0.951
144434.0,0.943
133883.0,0.939
134417.0,0.932
863390.0,0.926
58288.0,0.921
1065665.0,0.916
777935.0,0.91
889433.0,0.903
331028.0,0.9
642097.0,0.896
162351.0,0.891
18808.0,0.886
402569.0,0.88
685165.0,0.874
584383.0,0.87
278133.0,0.865
219245.0,0.859
1008611.0,0.855
1062882.0,0.85
899749.0,0.847
306206.0,0.841
420689.0,0.836
72929.0,0.832
942543.0,0.827
898612.0,0.823
862381.0,0.819
139676.0,0.813
690991.0,0.808
767609.0,0.804
784666.0,0.8
67894.0,0.795
70405.0,0.789
665835.0,0.784
712650.0,0.778
221126.0,0.774
210276.0,0.771
412259.0,0.766
380767.0,0.761
872624.0,0.757
64528.0,0.753
563187.0,0.748
744210.0,0.745
982213.0,0.74
932193.0,0.735
526243.0,0.73
147476.0,0.725
487144.0,0.722
508170.0,0.717
698083.0,0.714
369569.0,0.71
83117.0,0.706
573636.0,0.701
541801.0,0.698
966182.0,0.693
352323.0,0.688
1064410.0,0.685
1025735.0,0.68
380246.0,0.677
64480.0,0.672
393100.0,0.668
222039.0,0.662
153987.0,0.658
50744.0,0.653
308868.0,0.647
754680.0,0.645
749139.0,0.641
997823.0,0.639
422778.0,0.634
365220.0,0.628
770128.0,0.623
510395.0,0.62
151997.0,0.614
568863.0,0.61
633966.0,0.607
685578.0,0.603
330146.0,0.597
454434.0,0.593
80215.0,0.589
324935.0,0.584
515103.0,0.581
892567.0,0.575
415618.0,0.569
455157.0,0.563
691976.0,0.56
774769.0,0.558
144978.0,0.552
700871.0,0.548
691491.0,0.545
604089.0,0.538
101499.0,0.535
67945.0,0.53
852315.0,0.527
477074.0,0.521
53650.0,0.516
492526.0,0.512
327144.0,0.508
803499.0,0.501
415978.0,0.497
927211.0,0.491
56243.0,0.487
32214.0,0.481
129974.0,0.475
209079.0,0.468
647767.0,0.466
68758.0,0.46
266637.0,0.455
543786.0,0.451
627250.0,0.444
73947.0,0.441
638662.0,0.435
94549.0,0.429
148856.0,0.426
676369.0,0.42
764690.0,0.417
492997.0,0.412
358540.0,0.406
364093.0,0.403
804231.0,0.397
809377.0,0.395
475086.0,0.39
807992.0,0.386
765582.0,0.381
241114.0,0.377
17934.0,0.372
606441.0,0.366
537906.0,0.363
405000.0,0.357
726460.0,0.351
683636.0,0.348
309021.0,0.342
1044953.0,0.337
14282.0,0.334
810365.0,0.328
662612.0,0.325
871100.0,0.318
820100.0,0.313
394639.0,0.31
1054248.0,0.304
438422.0,0.302
895586.0,0.296
226179.0,0.289
364183.0,0.286
579110.0,0.28
278377.0,0.274
103472.0,0.271
299131.0,0.265
10872.0,0.263
503406.0,0.256
923008.0,0.249
278357.0,0.243
334429.0,0.24
433545.0,0.232
844493.0,0.225
546491.0,0.224
1003813.0,0.218
894370.0,0.216
280712.0,0.21
99341.0,0.209
923054.0,0.202
91520.0,0.195
319948.0,0.192
127593.0,0.186
265215.0,0.178
783629.0,0.172
178674.0,0.164
326736.0,0.156
670534.0,0.148
549801.0,0.141
49423.0,0.133
806821.0,0.125
853078.0,0.117
206051.0,0.109
151714.0,0.108
844637.0,0.1
672561.0,0.0928
816111.0,0.0787
525004.0,0.0705
681109.0,0.0623
241500.0,0.0536
580142.0,0.039
